#ZVView-data-copy:  12-Mar-2026 01:30:19
#=======================================
#
#name:   CENDL-3.2: U-235(N,F)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  45407
#data...
#            X            Y
#          MeV        barns
    8.61152e-6      146.441 
    8.61699e-6      156.628 
    8.62246e-6      167.692 
    8.62794e-6      179.698 
    8.63341e-6      192.712 
    8.63888e-6      206.793 
    8.64436e-6      221.999 
    8.64983e-6      238.375 
     8.6553e-6      255.957 
    8.66077e-6      274.761 
    8.66625e-6      294.788 
    8.67354e-6      323.343 
    8.68084e-6      353.878 
    8.68814e-6      386.149 
    8.69908e-6      436.977 
    8.71842e-6      528.545 
    8.72791e-6      570.861 
     8.7363e-6      604.836 
     8.7436e-6      630.673 
    8.75024e-6      650.476 
    8.75622e-6      664.842 
    8.76271e-6      676.328 
     8.7695e-6      683.464 
    8.77543e-6      685.491 
    8.78136e-6      683.574 
    8.78738e-6      677.678 
    8.79467e-6      665.464 
    8.80069e-6       651.54 
    8.80781e-6      631.125 
    8.81492e-6       607.08 
    8.82204e-6      580.167 
    8.83152e-6      541.175 
    8.85782e-6      427.955 
    8.86644e-6      392.775 
    8.87506e-6      359.729 
    8.88368e-6       329.19 
    8.89014e-6      308.048 
    8.89661e-6      288.445 
    8.90308e-6      270.363 
